lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/motioninb/en-GB/experiment.html" 10.179.3.61 114.119.167.96 - - [17/Apr/2020:00:34:05 +0100] "GET /motioninb/en-GB/experiment.html?LPPPSession=1567555200020 HTTP/1.1" 200 13298 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; AspiegelBot)" 15367 1587080045.531+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 19493 1587135162.161+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 19468 1587135162.168+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 19196 1587135162.168+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 17825 1587135162.343+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 16479 1587135162.356+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 17825 1587135162.556+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 15932 1587135162.562+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 68.118.144.105 - - [17/Apr/2020:15:52:42 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587135162465&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 16479 1587135162.562+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index.html" - 78.71.47.171 - - [17/Apr/2020:16:05:41 +0100] "GET / HTTP/1.1" 200 5863 "-" "Mozilla/5.0 (iPad; CPU OS 12_4_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26182 1587135941.680+7 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:16:05:41 +0100] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 23094 1587135941.821+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152.png" - 78.71.47.171 - - [17/Apr/2020:16:05:41 +0100] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 22964 1587135941.871+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:16:05:41 +0100] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 25685 1587135941.913+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon.png" - 78.71.47.171 - - [17/Apr/2020:16:05:41 +0100] "GET /apple-touch-icon.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 26182 1587135941.961+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 22798 1587135942.004+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 22964 1587135942.047+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152.png" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 22965 1587135942.091+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 23121 1587135942.167+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon.png" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /apple-touch-icon.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 25172 1587135942.217+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 78.71.47.171 - - [17/Apr/2020:16:05:42 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 25685 1587135942.261+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index.html" - 2a00:5ba0:10:2242:3c52:7dff:fee6:7714 - - [17/Apr/2020:17:02:20 +0100] "GET / HTTP/1.1" 200 5863 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36" 18180 1587139340.410+11 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25610 1587139432.340+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/LanguageManagement.js" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /javascript/LanguageManagement.js HTTP/1.1" 200 1898 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25446 1587139432.513+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 26131 1587139432.658+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 24543 1587139432.716+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25785 1587139432.724+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 18180 1587139432.733+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25446 1587139432.812+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 26131 1587139432.875+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 24543 1587139432.984+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 99.115.14.115 - - [17/Apr/2020:17:03:52 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587139432905&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25785 1587139432.995+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 99.115.14.115 - - [17/Apr/2020:17:03:53 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 18180 1587139433.004+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 2600:1700:8f00:b9b0:dd3b:825e:1c7f:895b - - [17/Apr/2020:17:03:53 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 25446 1587139433.454+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index.html" - 18.236.8.168 - - [17/Apr/2020:17:17:57 +0100] "GET / HTTP/1.1" 200 5863 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36" 2321 1587140277.930+4 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index.html" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET / HTTP/1.1" 200 5863 "-" "Mozilla/5.0 (iPad; CPU OS 12_4_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 1970 1587140454.586+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 2408 1587140454.707+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152.png" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3537 1587140454.754+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3530 1587140454.805+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon.png" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /apple-touch-icon.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 30820 1587140454.852+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 1970 1587140454.909+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:17:20:54 +0100] "GET /apple-touch-icon-152x152-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3186 1587140454.959+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-152x152.png" - 78.71.47.171 - - [17/Apr/2020:17:20:55 +0100] "GET /apple-touch-icon-152x152.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3537 1587140455.005+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon-precomposed.png" - 78.71.47.171 - - [17/Apr/2020:17:20:55 +0100] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3530 1587140455.053+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/apple-touch-icon.png" - 78.71.47.171 - - [17/Apr/2020:17:20:55 +0100] "GET /apple-touch-icon.png HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 1970 1587140455.111+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 78.71.47.171 - - [17/Apr/2020:17:20:55 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "-" "MobileSafari/604.1 CFNetwork/978.0.7 Darwin/18.7.0" 3156 1587140455.164+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28601 1587143288.652+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/LanguageManagement.js" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /javascript/LanguageManagement.js HTTP/1.1" 200 1898 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28933 1587143288.823+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModeList.js" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /javascript/GenerateModeList.js HTTP/1.1" 200 8200 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28601 1587143288.950+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/popin.js" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /javascript/popin.js HTTP/1.1" 200 1297 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28196 1587143288.950+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/GenerateModuleList.js" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /javascript/GenerateModuleList.js HTTP/1.1" 200 2861 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26168 1587143288.954+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:08 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26693 1587143288.954+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/css/lppp800.css" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /css/lppp800.css HTTP/1.1" 200 6783 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28601 1587143289.076+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/logo.gif" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /images/logo.gif HTTP/1.1" 200 978 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28197 1587143289.076+5 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/OffLine.js.txt" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /javascript/OffLine.js HTTP/1.1" 200 - "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26693 1587143289.215+1 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587143289151&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 28933 1587143289.217+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/en-GB.gif" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /images/en-GB.gif HTTP/1.1" 200 260 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26168 1587143289.210+16 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/favicon.ico" - 2601:40d:8106:e9b0:846e:c90d:7e2e:c897 - - [17/Apr/2020:18:08:09 +0100] "GET /favicon.ico HTTP/1.1" 404 262 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1" 26693 1587143289.588+0 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/higgs/images/smparticles.png" - 161.142.168.139 - - [17/Apr/2020:18:08:40 +0100] "GET /higgs/images/smparticles.png HTTP/1.1" 200 111805 "http://cahare.sh-original-media.com/standard-model-of-particle-physics-chart/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36" 28933 1587143320.179+3 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/images/lancaster_logo.gif" - 108.183.215.123 - - [17/Apr/2020:18:21:24 +0100] "GET /images/lancaster_logo.gif?LPPPSession=1587144084065&LPPPModule=1&LPPPMode=0 HTTP/1.1" 200 22171 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1" 321 1587144084.614+6 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/index_en-GB.html" 197.148.73.145 66.249.83.73 - - [17/Apr/2020:18:24:21 +0100] "GET /index_en-GB.html HTTP/1.1" 200 5722 "http://www.lppp.lancs.ac.uk/" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 4161 1587144261.421+2 (- -)
lppp.lancs.ac.uk "/export/depts/vhosts/lppp.lancs.ac.uk/javascript/SessionManagement.js" 197.148.73.145 66.249.83.73 - - [17/Apr/2020:18:24:21 +0100] "GET /javascript/SessionManagement.js HTTP/1.1" 200 2739 "http://lppp.lancs.ac.uk/index_en-GB.html" "Mozilla/5.0 (Linux; Android 4.2.1; en-us; Nexus 5 Build/JOP40D) AppleWebKit/535.19 (KHTML, like Gecko; googleweblight) Chrome/38.0.1025.166 Mobile Safari/535.19" 2933 1587144261.641+3 (- -)
